new_path;depth;product_count;merged_from_old_paths_count;old_paths
Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá;2;20;3;"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá; Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá > Vykurovacie telesá, radiátory; Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá > Vykurovacie telesá, radiátory > Teplovzdušné ventilátory"
Náradie a dielňa > Náradie;1;20;1;
Malé spotrebiče > Kávovary a espressá > Moka kanvice a frenchpressy;2;20;1;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Moka kanvice a frenchpressy
TV, audio a video > Video technika > Multimediálne centra;2;20;1;
Zdravie a starostlivosť > Chovateľské potreby > Prípravky na starostlivosť o zvieratá;2;20;1;
Mobily, smart hodinky a tablety > Selfie tyče;1;20;1;
Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Prenosné PA ozvučovacie systémy;2;20;1;
Šport, hračky a voľný čas > Ďalekohľady > Binokulární;2;20;1;
TV, audio a video > Antény a satelity > Účastnické zásuvky;2;20;2;"TV, audio a video > Antény a satelity > Účastnické zásuvky; TV, audio a video > Antény a satelity > Účastnické zásuvky > Víčka, krabice"
Náradie a dielňa > Drobné náradie a príslušenstvo > Pásky a odvíječe;2;20;1;
Fotovoltaika a energie > Akumulátory a batérie;1;20;1;
Auto-moto > Vybavenie auta > Podložky SPZ;2;20;1;
Bezpečnosť a smart domácnosť > Zabezpečenie > Detektory CO, CO2, plynu a vody;2;20;1;
Počítače a notebooky > Sieťové prvky > Sieťové karty;2;19;1;
TV, audio a video > Digitálny príjem;1;19;1;
Malé spotrebiče > Nádobie > Pečúce formy;2;19;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Pečúce formy
Zdravie a starostlivosť > Chovateľské potreby > Príslušenstvo pre mačacie toalety;2;19;1;
Náradie a dielňa > Kancelária a škola > Fototlačiarne;2;19;1;
Profesionálna audio technika;0;19;1;
Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Matrix/mixy audio;2;19;1;
Profesionálna audio technika > Svetlá > Statívy a príslušenstvo pre svetlá;2;19;1;
Fotovoltaika a energie > Nabíjačky > Nabíjačky LiFePO4;2;19;1;
Bezpečnosť a smart domácnosť > Kamerové systémy;1;19;1;
Elektroinštalačný materiál > Ventilačné technika > Príslušenstvo k ventilátorům;2;19;2;"Elektroinštalačný materiál > Ventilačné technika > Príslušenstvo k ventilátorům; Elektroinštalačný materiál > Ventilačné technika > Príslušenstvo k ventilátorům > Regulátory otáček, termostaty"
Šport, hračky a voľný čas > Turistika > Turistické a outdoorové vybavenie;2;19;1;
Šport, hračky a voľný čas > Zdravotní potreby > Masážne nástroje;2;19;1;
Fotovoltaika a energie > Fotovoltaika > Solárne panely;2;19;2;"Fotovoltaika a energie > Fotovoltaika > Solárne panely; Fotovoltaika a energie > Fotovoltaika > Solárne panely > Flexibilní solárne panely"
Náradie a dielňa > Mechanické náradie > Sady náradie;2;19;1;
Šport, hračky a voľný čas > Bojové športy > Príslušenstvo;2;19;1;
Auto-moto > Karavany a obytná autá > Lapače hmyzu;2;19;1;
Šport, hračky a voľný čas > Sportovní vybavenie;1;19;1;
Šport, hračky a voľný čas > Bojové športy > Boxovací pytle - plné;2;19;1;
Malé spotrebiče > Fritézy a hrnce;1;18;1;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce
Malé spotrebiče > Sušičky potravín;1;18;1;Domáce spotrebiče > Malé spotrebiče > Sušičky potravín
Mobily, smart hodinky a tablety > Príslušenstvo > Káble pre mobily;2;18;1;
Šport, hračky a voľný čas;0;18;1;
Malé spotrebiče > Vákuovačky a zváračky fólií > Príslušenstvo pre vákuovačky a zváračky;2;18;1;Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Príslušenstvo pre vákuovačky a zváračky
Počítače a notebooky > Herné zariadenia > Herné ovládače;2;18;2;"Počítače a notebooky > Herné zariadenia > Herné ovládače; Počítače a notebooky > Herné zariadenia > Herné ovládače > Gamepady"
Zdravie a starostlivosť > Chovateľské potreby > Pre psov;2;18;1;
Šport, hračky a voľný čas > Outdoor > Osvetlenie;2;18;2;"Šport, hračky a voľný čas > Outdoor > Osvetlenie > Kempingové svetlá; Šport, hračky a voľný čas > Outdoor > Osvetlenie > Vonkajšie svetlá"
Zdravie a starostlivosť > Chovateľské potreby > Inteligentné toalety pre zvieratá;2;18;1;
Foto a príslušenstvo > Selfie tyče > Adaptéry;2;18;1;
Foto a príslušenstvo > Filtre > Pre zrkadlovky;2;18;1;
Kreatívne technológie > Laserové gravírovacie a rezacie stroje > Príslušenstvo;2;18;1;
Šport, hračky a voľný čas > Príslušenstvo pre bicykle > Pumpy;2;18;1;
Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Mikrofóny;2;18;2;"Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Mikrofóny; Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Mikrofóny > PTT"
Náradie a dielňa > Mechanické náradie > Skrutkovače, bity, imbusy;2;18;2;"Náradie a dielňa > Mechanické náradie > Skrutkovače, bity, imbusy; Náradie a dielňa > Mechanické náradie > Skrutkovače, bity, imbusy > Sady skrutkovačov"
Elektroinštalačný materiál > Osvetlenie > Stolové lampy;2;18;1;
Šport, hračky a voľný čas > Cyklistika > Cyklotašky;2;18;1;
Náradie a dielňa > Ochranné pomôcky a odevy > Pracovné rukavice;2;18;1;
Záhrada > Záhradné doplnky > Pestovanie;2;18;2;"Záhrada > Záhradné doplnky > Pestovanie; Záhrada > Záhradné doplnky > Pestovanie > Prípravky proti mravencům"
Elektroinštalačný materiál > Ventilačné technika;1;18;1;
Auto-moto > Elektromobilita > Nabíjacie káble pre elektromobily;2;18;1;
Počítače a notebooky > Sieťové prvky > Switche;2;17;1;
Zdravie a starostlivosť > Holiace strojčeky > Epilátory;2;17;1;
Malé spotrebiče > Upratovacie pomôcky > Čističe okien;2;17;1;Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Čističe okien
Počítače a notebooky > Tlačiarne a skenery > Tonery;2;17;1;
Veľké spotrebiče > Chladničky;1;17;1;Domáce spotrebiče > Veľké spotrebiče > Chladničky
Vstavané spotrebiče > Vstavané umývačky riadu > Vstavané umývačky 45 cm;2;17;1;Domáce spotrebiče > Vstavané spotrebiče > Vstavané umývačky riadu > Vstavané umývačky 45 cm
Malé spotrebiče > Žehličky > Žehliace dosky;2;17;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Žehliace dosky
Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Systémy požiarneho a evakuačného rozhlasu;2;17;2;"Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Systémy požiarneho a evakuačného rozhlasu; Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Systémy požiarneho a evakuačného rozhlasu > EN54"
Profesionálna audio technika > Pódium, diskotéka, DJ > Audio rekordéry;2;17;1;
Profesionálna audio technika > Svetlá > Architektonické LED osvetlenie;2;17;1;
TV, audio a video > Diaľkové ovládače > Univerzálne ovládače;2;17;2;"TV, audio a video > Diaľkové ovládače > Univerzálne ovládače; TV, audio a video > Diaľkové ovládače > Univerzálne ovládače > Programovatelné"
Fotovoltaika a energie > Napájacie zdroje > Adaptéry USB;2;17;1;
Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie;1;17;1;
Auto-moto > Vybavenie auta > Držiaky na mobily;2;17;1;
Záhrada > Záhradné doplnky > Záhradné rukavice;2;17;1;
Šport, hračky a voľný čas > Posilňovanie a fitness > Stepy a steppery;2;17;1;
Bezpečnosť a smart domácnosť > Smart domácnosť > Smart domácnosť – doplnková elektronika;2;17;1;
Fotovoltaika a energie > Nabíjačky;1;17;1;
Elektroinštalačný materiál > Inštalačné príslušenstvo > Káblové příchytky a držiaky;2;17;2;"Elektroinštalačný materiál > Inštalačné príslušenstvo > Káblové příchytky a držiaky; Elektroinštalačný materiál > Inštalačné príslušenstvo > Káblové příchytky a držiaky > Sběrné káblové držiaky"
Náradie a dielňa > Chémia > Lepidlá;2;17;1;
Fotovoltaika a energie > Napájacie zdroje > Priemyselné zdroje;2;17;1;
Elektroinštalačný materiál > Montážne skrine a rozvádzače > Plastové skrine;2;17;1;
Bezpečnosť a smart domácnosť > Kamerové systémy > KAMERY 4v1;2;17;2;"Bezpečnosť a smart domácnosť > Kamerové systémy > KAMERY 4v1; Bezpečnosť a smart domácnosť > Kamerové systémy > KAMERY 4v1 > 2.0 Mpix. / 2.4 Mpix."
Elektroinštalačný materiál > Rozvádzačové prvky > Podpěrné a distanční izolátory;2;17;1;
Šport, hračky a voľný čas > Bojové športy;1;17;1;
Auto-moto > Elektromobilita > Prenosné nabíjačky a redukcie;2;17;1;
Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Vaflovače;2;16;1;Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Vaflovače
Malé spotrebiče > Grily, pekárne, variče;1;16;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče
Vstavané spotrebiče > Digestory > Výsuvné, výklopné digestory;2;16;1;Domáce spotrebiče > Vstavané spotrebiče > Digestory > Výsuvné, výklopné digestory
Malé spotrebiče > Žehličky > Naparovače odevov;2;16;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Naparovače odevov
Foto a príslušenstvo > Fotopasce;1;16;1;
Zdravie a starostlivosť > Chovateľské potreby > Ostatné príslušenstvo pre zvieratá;2;16;1;
Náradie a dielňa > Spájkovačky;1;16;1;
Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika > Stavebnice reproduktorových skríň DIY;2;16;1;
Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika > Meracie prístroje;2;16;2;"Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika > Meracie prístroje; Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika > Meracie prístroje > Merače panelové"
Auto-moto > Nosiče kol > Příčné nosníky;2;16;1;
Šport, hračky a voľný čas > Turistika;1;16;1;
Zdravie a starostlivosť > Chovateľské potreby > Pre mačky;2;16;1;
Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Ostatné;2;16;1;
Šport, hračky a voľný čas > Cyklistika;1;16;1;
Náradie a dielňa > Mechanické náradie > Sťahováky;2;16;1;
Auto-moto > Garáž, Dielňa, Servis > Sťahováky;2;16;1;
Záhrada > Záhradné doplnky > Zavlažovanie;2;16;1;
Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;2;16;1;
Bezpečnosť a smart domácnosť > Kamerové systémy > IP sieťové videorekordéry (NVR);2;16;1;
Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Svorky a svorkovnice;2;16;1;
Fotovoltaika a energie > Fotovoltaika > Solárne zostavy;2;16;2;"Fotovoltaika a energie > Fotovoltaika > Solárne zostavy; Fotovoltaika a energie > Fotovoltaika > Solárne zostavy > Zostavy pre solárne ohrev vody"
Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP55;2;16;1;
Auto-moto > Garáž, Dielňa, Servis;1;16;1;
Auto-moto > Kolesá > Snehové reťaze;2;16;1;
Záhrada > Záhradné doplnky;1;16;1;
Auto-moto > Autorádiá > Autorádiá s USB;2;15;1;
Malé spotrebiče > Kávovary a espressá > Automatická espressá;2;15;1;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Automatická espressá
Zdravie a starostlivosť > Starostlivosť o vlasy > Príslušenstvo k starostlivosť o vlasy;2;15;1;
Vstavané spotrebiče > Vstavané mikrovlnné rúry;1;15;1;Domáce spotrebiče > Vstavané spotrebiče > Vstavané mikrovlnné rúry
Náradie a dielňa > Náradie > Príslušenstvo pre stroje a náradie;2;15;2;"Náradie a dielňa > Náradie > Príslušenstvo pre stroje a náradie; Náradie a dielňa > Náradie > Príslušenstvo pre stroje a náradie > Príslušenstvo AKU a Elektrické náradie"
Veľké spotrebiče > Práčky > Práčky s vrchným plnením;2;15;1;Domáce spotrebiče > Veľké spotrebiče > Práčky > Práčky s vrchným plnením
Malé spotrebiče > Vzduchotechnika > Odvlhčovače vzduchu;2;15;1;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Odvlhčovače vzduchu
Bezpečnosť a smart domácnosť > Osvetlenie > Stolové a nočné lampy;2;15;1;
Zdravie a starostlivosť > Chovateľské potreby > Venčenie a transport;2;15;1;
Počítače a notebooky > Akumulátory, batérie > Batérie;2;15;1;
Počítače a notebooky > Sieťové zariadenia;1;15;1;
Počítače a notebooky > Rackové skrine a príslušenstvo > Príslušenstvo;2;15;2;"Počítače a notebooky > Rackové skrine a príslušenstvo > Príslušenstvo; Počítače a notebooky > Rackové skrine a príslušenstvo > Príslušenstvo > Napájacie lišty"
Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače;2;15;1;
Malé spotrebiče > Meteostanice > Teplomery digitálne;2;15;1;Domáce spotrebiče > Malé spotrebiče > Meteostanice > Teplomery digitálne
Auto-moto > Bezpečnosť > Tažná lana;2;15;1;
Auto-moto > Vybavenie auta > Organizéry do kufru;2;15;1;
Náradie a dielňa > Mechanické náradie > Nýtování;2;15;2;"Náradie a dielňa > Mechanické náradie > Nýtování; Náradie a dielňa > Mechanické náradie > Nýtování > Nity"
Šport, hračky a voľný čas > Ďalekohľady > Pre noční vidění;2;15;1;
Šport, hračky a voľný čas > Sportovní vybavenie > Raketové športy;2;15;2;"Šport, hračky a voľný čas > Sportovní vybavenie > Raketové športy; Šport, hračky a voľný čas > Sportovní vybavenie > Raketové športy > Stolové tenis"
Auto-moto > Vybavenie auta > Povinná výbava;2;15;1;
Elektroinštalačný materiál > Ističe a chrániče;1;15;1;
Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP65;2;15;1;
Elektroinštalačný materiál > Ističe a chrániče > Prepäťové ochrany DC;2;15;1;
Auto-moto > Kolesá > Pokrievky na kolesá;2;15;1;
TV, audio a video > Antény a satelity > Servis;2;15;2;"TV, audio a video > Antény a satelity > Servis; TV, audio a video > Antény a satelity > Servis > Náhradné diely"
Šport, hračky a voľný čas > Zdravotní potreby > Zátěžové deky;2;15;1;
Malé spotrebiče > Nádobie > Poháre a fľaše;2;14;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše
Náradie a dielňa > Náradie > Elektrické náradie;2;14;1;
Veľké spotrebiče > Sporáky a rúry;1;14;1;Domáce spotrebiče > Veľké spotrebiče > Sporáky a rúry
Vstavané spotrebiče > Varné dosky > Plynové varné dosky;2;14;1;Domáce spotrebiče > Vstavané spotrebiče > Varné dosky > Plynové varné dosky
Veľké spotrebiče > Umývačky riadu > Umývačky riad 60 cm;2;14;1;Domáce spotrebiče > Veľké spotrebiče > Umývačky riadu > Umývačky riad 60 cm
Malé spotrebiče > Ostatné domáce spotrebiče;1;14;1;Domáce spotrebiče > Malé spotrebiče > Ostatné domáce spotrebiče
Dróny a RC modely > Načítanie > Nabíjačky;2;14;1;
Bezpečnosť a smart domácnosť > Osvetlenie > LED pásy;2;14;1;
Zdravie a starostlivosť > Chovateľské potreby > Fontány;2;14;1;Zdravie a starostlivosť > Chovateľské potreby > Fontány > napájačky
Zdravie a starostlivosť > Chovateľské potreby > Dávkovače krmiva;2;14;1;Zdravie a starostlivosť > Chovateľské potreby > Dávkovače krmiva > misky
Kreatívne technológie > 3D tlač > Živice;2;14;1;
Šport, hračky a voľný čas > Outdoor;1;14;1;
Profesionálna audio technika > Reproduktory > univerzálne;2;14;1;
Profesionálna audio technika > JTS – mikrofóny a bezdrôtové systémy;1;14;1;
Fotovoltaika a energie > Akumulátory a batérie > Špeciálne;2;14;1;
Šport, hračky a voľný čas > Cyklistika > Reflexní prvky;2;14;1;
Náradie a dielňa > Mechanické náradie > Gola sady náradie;2;14;1;
Záhrada > Záhradné doplnky > Plachty a textilie;2;14;1;
TV, audio a video > AV káble > HDMI káble;2;14;1;
TV, audio a video > Diaľkové ovládače > VIDEO (VCR);2;14;1;
Šport, hračky a voľný čas > Ďalekohľady > Príslušenstvo;2;14;1;
Fotovoltaika a energie > Záložné zdroje a UPS > Stabilizátory napätie;2;14;1;
Malé spotrebiče > Vzduchotechnika > Ventilátory;2;14;1;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Ventilátory
Auto-moto > Nabíjanie > Testery autobaterií;2;14;1;
Elektroinštalačný materiál > Montážne skrine a rozvádzače > Kovové skrine;2;14;1;
Šport, hračky a voľný čas > Ďalekohľady > Hvězdářské;2;14;1;
Bezpečnosť a smart domácnosť > Smart domácnosť > Detektory a alarmy;2;14;1;
Náradie a dielňa > Chémia;1;14;1;
Auto-moto > Bezpečnosť > Parkovací senzory;2;14;1;
Šport, hračky a voľný čas > Posilňovanie a fitness > Posilňovacie stroje;2;14;1;
Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo k žehlenie;2;13;1;Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo k žehlenie
Malé spotrebiče > Kávovary a espressá > Kávovary na kapsle;2;13;1;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávovary na kapsle
Malé spotrebiče > Kuchynské potreby > Kuchynské nože a nožnice;2;13;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Kuchynské nože a nožnice
Počítače a notebooky > PC periférie > Myši;2;13;1;
Malé spotrebiče > Kávovary a espressá > Pákové kávovary;2;13;1;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Pákové kávovary
Náradie a dielňa > Náradie > Ručné náradie;2;13;1;
Elektroinštalačný materiál > Osvetlenie;1;13;1;
Malé spotrebiče > Fritézy a hrnce > Pomalé hrnce;2;13;1;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Pomalé hrnce
Mobily, smart hodinky a tablety > USB káble > USB na Lightning;2;13;1;
Foto a príslušenstvo > Fotoateliér > Stany bez tieňa;2;13;1;
Šport, hračky a voľný čas > Hračky > Edukatívne;2;13;1;Šport, hračky a voľný čas > Hračky > Edukatívne > Programovateľní roboti
Šport, hračky a voľný čas > Príslušenstvo pre bicykle;1;13;1;
Počítače a notebooky > Predlžovacie káble;1;13;1;
Počítače a notebooky > Pendrive;1;13;1;
Šport, hračky a voľný čas > SUP dosky;1;13;1;
Zdravie a starostlivosť > Matka a dieťa;1;13;1;
Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika > Akumulátory, batérie a nabíjačky;2;13;1;
Profesionálna audio technika > Reproduktory > širokopásmové;2;13;1;
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Prepäťové ochrany;2;13;1;
Náradie a dielňa > Meracia technika > Multimetre a zkúšačky;2;13;1;
Fotovoltaika a energie > Akumulátory a batérie > NiMh nabíjacie akumulátory;2;13;2;"Fotovoltaika a energie > Akumulátory a batérie > NiMh nabíjacie akumulátory; Fotovoltaika a energie > Akumulátory a batérie > NiMh nabíjacie akumulátory > AA ceruzkové"
Elektroinštalačný materiál > Elektromery a spínacie technika > Časové spínače;2;13;1;
Elektroinštalačný materiál > Elektromery a spínacie technika;1;13;1;
Fotovoltaika a energie > Napájacie zdroje > Adaptéry pulzní;2;13;1;
Bezpečnosť a smart domácnosť > Smart domácnosť > Zvončeky;2;13;1;
Náradie a dielňa > SPÁJKOVACIE TECHNIKA > Servisní stanice;2;13;1;
Šport, hračky a voľný čas > Bojové športy > Hrušky a speedbagy;2;13;1;
Šport, hračky a voľný čas > Bojové športy > Zátěžové vesty;2;13;1;
Počítače a notebooky > PC periférie;1;12;1;
Malé spotrebiče > Fritézy a hrnce > Elektrické panvice;2;12;1;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice
Malé spotrebiče > Príprava nápojov > Odšťavovače;2;12;1;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Odšťavovače
Malé spotrebiče > Príprava nápojov > Výrobníky ľadu;2;12;1;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky ľadu
Malé spotrebiče > Vysávače > Aku vysávače;2;12;1;Domáce spotrebiče > Malé spotrebiče > Vysávače > Aku vysávače
Počítače a notebooky > PC periférie > Klávesnice;2;12;1;
Veľké spotrebiče > Vykurovanie a ohrev vody > Ohrievače vody;2;12;1;Domáce spotrebiče > Veľké spotrebiče > Vykurovanie a ohrev vody > Ohrievače vody
Mobily, smart hodinky a tablety > Nabíjačky > sieťové nabíjačky;2;12;1;
Zdravie a starostlivosť > Otoskopy;1;12;1;
Zdravie a starostlivosť > Starostlivosť o vlasy > Fény;2;12;1;
Počítače a notebooky > Routery;1;12;1;
Profesionálna audio technika > Car audio > Príslušenstvo pre autorádiá a car audio;2;12;1;
Elektroinštalačný materiál > Cestovné adaptéry;1;12;1;
Elektroinštalačný materiál > Ostatné > Izolačný materiál;2;12;2;"Elektroinštalačný materiál > Ostatné > Izolačný materiál; Elektroinštalačný materiál > Ostatné > Izolačný materiál > Viazacie pásky"
Malé spotrebiče > Vybavenie domácnosti;1;12;1;Domáce spotrebiče > Malé spotrebiče > Vybavenie domácnosti
Náradie a dielňa > SPÁJKOVACIE TECHNIKA;1;12;1;
Náradie a dielňa > MERACIE TECHNIKA > DVB-S/S2/T/T2/C;2;12;1;
Auto-moto > Bezpečnosť > Autosedačky;2;12;1;
Auto-moto > Kolesá > Obaly na pneumatiky;2;12;1;
Náradie a dielňa > Mechanické náradie > Kladivá, dláta, sekery;2;12;2;"Náradie a dielňa > Mechanické náradie > Kladivá, dláta, sekery; Náradie a dielňa > Mechanické náradie > Kladivá, dláta, sekery > Kladivá"
Náradie a dielňa > Stavebné a maliarske náradie > Nástroje;2;12;1;
Auto-moto > Vybavenie auta > Svetlá;2;12;1;
TV, audio a video > TV stolíky a držiaky > S náklonem;2;12;1;
Šport, hračky a voľný čas > Cyklistika > Svietidlá na kolo;2;12;1;
Šport, hračky a voľný čas > Ďalekohľady > Pozorovací;2;12;1;
Šport, hračky a voľný čas > Bojové športy > Rukavice na karate;2;12;1;
TV, audio a video > Antény a satelity > Satelitné antény;2;12;2;"TV, audio a video > Antény a satelity > Satelitné antény; TV, audio a video > Antény a satelity > Satelitné antény > Paraboly"
Šport, hračky a voľný čas > Turistika > Impregnace;2;12;1;
Počítače a notebooky > Disky a pamäťové karty > HDD;2;12;1;
Náradie a dielňa > Stavebné a maliarske náradie > Murárske práce;2;12;1;
Auto-moto > Autokozmetika, Chémia;1;12;1;
Elektroinštalačný materiál > Elektromery a spínacie technika > SMART elektromery;2;12;1;
Zdravie a starostlivosť > Holiace strojčeky;1;11;1;
Malé spotrebiče > Upratovacie pomôcky;1;11;1;Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky
Malé spotrebiče > Kávovary a espressá > Prekvapkávače;2;11;1;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Prekvapkávače
Zdravie a starostlivosť > Starostlivosť o zdravie;1;11;1;
Veľké spotrebiče > Mrazničky > Pultové mrazničky;2;11;1;Domáce spotrebiče > Veľké spotrebiče > Mrazničky > Pultové mrazničky
Vstavané spotrebiče > Digestory > Komínové digestory;2;11;1;Domáce spotrebiče > Vstavané spotrebiče > Digestory > Komínové digestory
Mobily, smart hodinky a tablety > Príslušenstvo > Príslušenstvo pre smart hodinky;2;11;1;
Zdravie a starostlivosť > Starostlivosť o dieťa;1;11;1;
Počítače a notebooky > Pamäťové médiá > Pamäťové karty;2;11;1;
Foto a príslušenstvo > Súpravy;1;11;1;
Foto a príslušenstvo > Fotoateliér > Fotografické pozadia;2;11;1;
Bezpečnosť a smart domácnosť > Osvetlenie > Nábytkové svietidlá;2;11;1;
Zdravie a starostlivosť > Prístroje na tvár > Masážne prístroje;2;11;1;
Počítače a notebooky > Čítačky kariet;1;11;1;
Mobily, smart hodinky a tablety > Tablety > Iné;2;11;1;
Profesionálna audio technika > Káble, konektory a redukcie > Napájanie;2;11;1;
Profesionálna audio technika > Reproduktory > basové/subwoofery;2;11;1;
Profesionálna audio technika > Tlmočnícke, sprievodcovské a konferenčné systémy;1;11;1;
TV, audio a video > Antény a satelity;1;11;1;
Elektroinštalačný materiál > Osvetlenie > Priemyselné LED osvetlenie;2;11;2;"Elektroinštalačný materiál > Osvetlenie > Priemyselné LED osvetlenie; Elektroinštalačný materiál > Osvetlenie > Priemyselné LED osvetlenie > High Bay"
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Záhradné stĺpiky;2;11;1;
Náradie a dielňa > Ručné AKU náradie > Príslušenstvo;2;11;1;
Elektroinštalačný materiál > Inštalačné náradie a ostatné materiál > Lisovací kliešte;2;11;1;
Elektroinštalačný materiál > Osvetlenie > Žiarovky;2;11;1;
Náradie a dielňa > SPÁJKOVACIE TECHNIKA > Zveráky;2;11;1;
Záhrada > Záhradné náradie > Záhradné nožnice;2;11;1;
Náradie a dielňa > Ochranné pomôcky a odevy;1;11;1;
Náradie a dielňa > MERACIE TECHNIKA > Inspekční kamery, endoskopy;2;11;1;
Bezpečnosť a smart domácnosť > Kamerové systémy > Inspekční kamery, endoskopy;2;11;1;
Šport, hračky a voľný čas > Sportovní vybavenie > Ostatné športy;2;11;1;
Malé spotrebiče > Vzduchotechnika > Príslušenstvo;2;11;1;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Príslušenstvo
Náradie a dielňa > MERACIE TECHNIKA > Osciloskopy a Generátory;2;11;1;
Záhrada > Záhradné stroje;1;11;1;
Záhrada > Brány a zvončeky > Parkovací zábrany;2;11;1;
Počítače a notebooky > Herné kreslá;1;11;1;
Náradie a dielňa > Elektrické a AKU náradie;1;11;1;
Šport, hračky a voľný čas > Hračky > Kreativní hračky;2;11;1;
Náradie a dielňa > Dielenské vybavenie > Regály, police;2;11;1;
Záhrada > Sanitárna technika > Batérie;2;11;1;
Náradie a dielňa > SPÁJKOVACIE TECHNIKA > Stolové mikropájky;2;11;1;
Elektroinštalačný materiál > Elektromery a spínacie technika > Počítadla provozních hodin;2;11;1;
Náradie a dielňa > Kancelária a škola > Školské potreby;2;11;2;"Náradie a dielňa > Kancelária a škola > Školské potreby; Náradie a dielňa > Kancelária a škola > Školské potreby > Malování a kreslení"
Malé spotrebiče > Vzduchotechnika > Klimatizácia;2;11;1;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Klimatizácia
Šport, hračky a voľný čas > Hračky > Školské pomôcky, tabule;2;11;1;Šport, hračky a voľný čas > Hračky > Školské pomôcky, tabule > Výtvarné potreby
Náradie a dielňa > Elektrické a AKU náradie > Pištole lepící a horúcovzdušné;2;11;2;"Náradie a dielňa > Elektrické a AKU náradie > Pištole lepící a horúcovzdušné; Náradie a dielňa > Elektrické a AKU náradie > Pištole lepící a horúcovzdušné > Príslušenstvo pre tavné pištole"
Profesionálna audio technika > Hudobné nástroje a príslušenstvo;1;11;1;
Šport, hračky a voľný čas > Posilňovanie a fitness > Vibračné plošiny;2;11;1;
Zdravie a starostlivosť > Holiace strojčeky > Príslušenstvo k holiacim strojčekom;2;10;1;
Malé spotrebiče > Vákuovačky a zváračky fólií;1;10;1;Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií
Veľké spotrebiče > Chladničky > Chladiace tašky a boxy;2;10;1;Domáce spotrebiče > Veľké spotrebiče > Chladničky > Chladiace tašky a boxy
