kod;nazov;light;light_stock;nekonecny;full_stock;dalsia_dodavka;dostupnost
087778;Diagnostický skener pre motocykle ANCEL MT310;1;100;0;100;;Skladom
087779;Diagnostický skener pre motocykle BMW ANCEL MT300;1;49;0;49;27.10.2026;Skladom
087780;Diagnostický skener pre motocykle ANCEL MT100 PRO;1;49;0;49;27.10.2026;Skladom
087781;ANCEL L5000 PRO – diagnostický detektor únikov pre automobilové systémy;1;100;0;100;;Skladom
087782;ANCEL L8000 – diagnostický detektor únikov pre automobilové systémy;1;99;0;99;;Skladom
087762;MEROSS MA151-UN Inteligentný Wi-Fi detektor dymu;1;154;0;154;;Skladom
087763;Inteligentný detektor dymu MEROSS MA151HMATRI-EU;1;116;0;116;;Skladom
087765;Inteligentný senzor úniku vody MEROSS MS405-EU;1;113;0;113;;Skladom
087766;Inteligentný pohybový senzor MEROSS MS605MAT-EU;1;249;0;249;;Skladom
087767;Inteligentná Wi-Fi brána MEROSS MSH400HK-EU;1;194;0;194;;Skladom
087764;Inteligentný ovládač zavlažovania MEROSS MST100-EU s Wi-Fi;1;220;0;220;;Skladom
087757;MEROSS EM06P-EU Inteligentný monitor spotreby energie s pripojením Wi-Fi;1;76;0;76;;Skladom
087768;Puzdro na 14-palcový monitor ARZOPA (sivé);1;16;0;17;;Skladom
085767;Baterka Superfire L21;1;44;0;44;04.12.2026;Skladom
086810;Mini PC GEEKOM A8 s procesorom Ryzen 7 8745HS, 16 GB RAM, 1 TB SSD + Windows 11 Pro;1;17;0;17;;Skladom
083786;Stojan NEEWER SC320 s C-rámom z nehrdzavejúcej ocele a dĺžkou 320 cm s predlžovacím ramenom;1;23;0;23;15.10.2026;Skladom
083785;NEEWER ST100 Držiak kamery na strop;1;60;0;60;15.10.2026;Skladom
083784;Stativ NEEWER ST200 s rýchloupínacou doskou typu Arca;0;;0;0;23.11.2026;Dostupné od 23.11.2026
088131;Inteligentný videozvonček SwitchBot;0;;0;0;22.09.2026;Dostupné od 22.09.2026
083783;Stativ pre fotoaparát NEEWER TL253A+CR22;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083177;LED lampa NEEWER x660 PRO II;1;390;0;390;15.10.2026;Skladom
083782;NEEWER ST-WM130 – trojuholníkový držiak na stenu, 130 cm;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083180;LED svietidlo NEEWER RBB1200;1;21;0;21;15.10.2026;Skladom
083781;Multifunkčný batoh NEEWER NB-MF na fotoaparáty a príslušenstvo;1;11;0;11;23.11.2026;Skladom
083179;Sada 2 ks LED svietidiel NEEWER RGB1200 60 W V4;1;5;0;5;15.10.2026;Skladom
083780;NEEWER NW-XJB-D2330-R: vodotesný a nárazuvzdorný batoh na fotoaparát;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083197;LED svietidlo Neewer CB300C RGB;1;7;0;7;15.10.2026;Skladom
083181;LED lampa NEEWER AP150C 150 W;1;15;0;15;15.10.2026;Skladom
083779;NEEWER NW3300-G batoh na kolieskach s priehradkami na digitálnu zrkadlovku;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083778;Taška na fotoaparát NEEWER NW140S;1;13;0;13;23.11.2026;Skladom
083182;LED svietidlo NEEWER APC100C;1;10;0;10;;Skladom
083741;Stativ pre fotoaparát NEEWER TP53 (základná verzia);0;;0;0;15.10.2026;Dostupné od 15.10.2026
083198;Dvojfarebné LED svietidlo Neewer CB300B;1;19;0;19;;Skladom
083178;LED svietidlo NEEWER RGB1200;1;10;0;10;15.10.2026;Skladom
083777;Taška na fotoaparát NEEWER NB-PT s priehradkami;1;31;0;31;;Skladom
083199;Dvojfarebné LED svietidlo Neewer CB200B;1;12;0;13;;Skladom
083200;LED svietidlo Neewer CB200C RGB;1;12;0;12;;Skladom
083201;LED svietidlo Neewer MS60C RGB;1;7;0;7;15.10.2026;Skladom
083183;LED trubicové svietidlo NEEWER TL60 20 W;1;19;0;21;15.10.2026;Skladom
083776;NEEWER DL-FZ100 – nabíjačka na dve batérie typu NP-FZ100-S;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083202;LED lampa Neewer MS60B BI-COLOR;1;2;0;2;;Skladom
083184;NEEWER TL98C DMX LED svetelná tyč;1;17;0;17;15.10.2026;Skladom
083775;Náhradná batéria pre zariadenia Sony: NEEWER NP-FZ100;1;1;0;1;;Skladom
083774;Sada 2 náhradných batérií Sony a nabíjačka NEEWER NP-FW50;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083185;NEEEWER GL25B Bočný LED profil;1;10;0;12;15.10.2026;Skladom
083773;Sada 3 náhradných batérií pre fotoaparáty Canon: NEEWER LP-E6NH;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083739;Flexibilný statív pre fotoaparát Neewer TP34;1;1;0;1;15.10.2026;Skladom
083203;Mini LED svietidlo Neewer HB80C RGB COB;1;10;0;10;23.11.2026;Skladom
083765;Stativ pre tablet NEEWER X12II;1;15;0;16;23.11.2026;Skladom
083187;NEEWER GR18C Okrúhly LED panel pre bočné osvetlenie;1;10;0;10;15.10.2026;Skladom
083188;Magnetické LED svietidlo NEEWER BL60C;1;10;0;10;15.10.2026;Skladom
083204;Prenosné dvojfarebné LED osvetlenie Neewer HS200B;1;9;0;9;15.10.2026;Skladom
083738;Skladací statív NEEWER TP43 s funkciou selfie tyče;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083764;Prenosný monitor NEEWER F100 + USB nabíjačka + sada batérií;1;42;0;42;;Skladom
083189;NEEWER BL120B – LED svetlo na selfie s upínacím mechanizmom;1;46;0;46;15.10.2026;Skladom
083737;Stativ Neewer TP46 s funkciou selfie tyče;1;3;0;3;;Skladom
083763;Kryt kamery so svorkou na HDMI kábel pre Sony FX3/FX30 NEEWER CA011;1;1;0;1;23.11.2026;Skladom
083736;Selfie tyč Neewer PA992 s rýchloupínacím systémom (čierna);1;2;0;2;15.10.2026;Skladom
083191;Dvojfarebné ručné LED trubicové svietidlo NEEWER;1;5;0;5;23.11.2026;Skladom
083762;NEEWER CA077 Univerzálny držiak na fotoaparát;1;6;0;6;;Skladom
083761;NEEWER CA003S – ochranný rám pre kameru Sony ZV-E10;0;;0;0;;Na objednávku
083192;Ručné LED svietidlo NEEWER RGB s trubicovým dizajnom;1;2;0;2;15.10.2026;Skladom
083735;Cestovný hliníkový statív Neewer LT07 s guľovou hlavou;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083206;Spúšť blesku NEEWER QZ-C;1;7;0;7;15.10.2026;Skladom
083193;NEEWER SL50 21-palcová LED tyčová lampa;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083194;NEEWER SL30 12" magnetická LED tyč;1;1;0;1;15.10.2026;Skladom
083760;NEEWER PG001 Mini Follow Focus s dorazmi A/B;1;8;0;8;;Skladom
083207;NEEWER BASICS N12 Mini blesk;1;6;0;6;15.10.2026;Skladom
083759;Univerzálny statív na rameno NEEWER SR004;1;19;0;19;;Skladom
083195;Štúdiové LED osvetlenie NEEWER CB60 RGB, 70 W, CRI 97+;1;4;0;4;;Skladom
083758;Univerzálny statív na rameno NEEWER SR007 s uchytením ARCA;1;21;0;21;;Skladom
083734;Cestovný statív Neewer LT35 z uhlíkových vlákien s otočným uhlom 360°;1;8;0;8;15.10.2026;Skladom
083196;NEEWER CB60B Dvojfarebné 70 W LED štúdiové osvetlenie;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083208;Blesk Neewer Q4 s batériou;1;3;0;3;15.10.2026;Skladom
083757;NEEWER ST49 popruh na stabilizátor pre DJI RS2/RSC2/RS;1;13;0;14;;Skladom
083733;Neewer ST210R – 210 cm osvetľovací statív z uhlíkových vlákien;1;10;0;10;;Skladom
083209;Blesk Neewer Q6;1;7;0;7;15.10.2026;Skladom
083210;Blesk Neewer Q300;1;1;0;1;15.10.2026;Skladom
083211;Blesk Neewer Q200;1;13;0;13;15.10.2026;Skladom
083756;Posúvač pre fotoaparát NEEWER CS1M z uhlíkových vlákien (40 cm);1;4;0;4;15.10.2026;Skladom
083732;Ľahký hliníkový statív pre fotoaparát Neewer TP05 (možnosť použitia ako monopod);0;;0;0;23.11.2026;Dostupné od 23.11.2026
083212;Kruhový blesk Neewer RF1-C;1;16;0;16;;Skladom
083772;Sada 2 batérií NEEWER s nabíjačkou;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083731;Kompaktný statív Neewer TP02 pre fotoaparáty a telefóny;1;11;0;11;;Skladom
083213;Neewer Retro blesk;1;50;0;50;;Skladom
083214;Blesk Neewer Z880-C s lítiovou batériou;1;23;0;23;;Skladom
083215;Blesk Neewer Z880-N s lítiovou batériou;1;21;0;21;;Skladom
083216;Blesk Neewer Z880-S s lítiovou batériou;1;23;0;23;;Skladom
083730;Hliníkový statív Neewer SAB264 s monopodom a panoramatickou hlavou;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083205;Prenosná LED lampa NEEWER BASICS FL10;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083729;Profesionálny videostativ Neewer TP74 s fluidnou hlavou;1;5;0;5;;Skladom
083728;Nastaviteľný statív Neewer TP37 s fluidnou hlavou;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083727;Nastaviteľný statív Neewer TP75 s hlavou s olejovým tlmením;0;;0;0;;Na objednávku
083726;Videostativ Neewer LL55 z uhlíkových vlákien s olejovou hlavou a rýchloupínacím mechanizmom;1;8;0;8;;Skladom
083725;Držiak na telefón na statív Neewer SP-10 so závitom 1/4″;0;;0;0;;Na objednávku
087708;Slnečné okuliare Zeblaze Eyewear s umelou inteligenciou;1;64;0;64;;Skladom
087709;Športové slnečné okuliare ZEBLAZE Q01 v fialovej farbe;1;65;0;65;;Skladom
083723;Sada na selfie Neewer SRP18C s priemerom 17 cm a okrúhlym LED osvetlením pre telefón;1;22;0;22;;Skladom
087710;Športové slnečné okuliare ZEBLAZE Q01 Blue AI;1;64;0;65;;Skladom
087711;Športové slnečné okuliare ZEBLAZE Q01 v striebornej farbe;1;72;0;72;;Skladom
083722;Neewer SRP18-2.4G 46 cm LED kruhové svetlo;0;;0;0;15.10.2026;Dostupné od 15.10.2026
087712;Športové okuliare ZEBLAZE Q01 Green AI;1;86;0;86;;Skladom
087713;Športové okuliare ZEBLAZE Q01 s umelou inteligenciou – oranžové;1;74;0;74;;Skladom
083721;Sada flexibilného osvetlenia Neewer BH40C s dvoma ramenami;1;17;0;17;;Skladom
083771;Batéria NEEWER 6800 mAh, 14,5 V, 99 Wh;1;21;0;21;;Skladom
083770;Batéria NEEWER 6800 mAh, 14,5 V, 99 Wh;1;5;0;5;;Skladom
083720;Profesionálna osvetľovacia sada Neewer BH40B;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083769;Batéria NEEWER, 3450 mAh, 14,54 V, 50 Wh;1;19;0;19;;Skladom
083719;Súprava ultratenkého LED kruhového osvetlenia Neewer RL45B 45 W, 18″;1;20;0;20;15.10.2026;Skladom
083717;Skladací kopulový difúzor Neewer CRS6 so súpravou 3 adaptérov;1;5;0;5;;Skladom
086696;Filament Anycubic TPU (čierny) 1 kg;1;110;0;110;28.09.2026;Skladom
086702;Filament Anycubic TPU (priehľadná modrá) 1 kg;1;149;0;149;28.09.2026;Skladom
086703;Filament Anycubic TPU (priehľadná zelená) 1 kg;1;177;0;177;28.09.2026;Skladom
086698;Filament Anycubic TPU (priehľadný) 1 kg;1;152;0;152;28.09.2026;Skladom
086700;Filament Anycubic TPU (priehľadná oranžová) 1 kg;1;162;0;162;28.09.2026;Skladom
086699;Filament Anycubic TPU (priehľadná fialová) 1 kg;1;184;0;184;28.09.2026;Skladom
086701;Filament Anycubic TPU (priehľadná červená) 1 kg;1;182;0;182;28.09.2026;Skladom
083716;Súprava magnetického príslušenstva pre blesky Neewer CRM2;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083221;Blesk Neewer Z2PRO-S pre fotoaparáty Sony;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083220;Blesk Neewer Z2PRO-N pre fotoaparáty Nikon;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083219;Blesk Neewer Z2-S TTL pre fotoaparáty Sony;0;;0;0;;Na objednávku
083218;Blesk Neewer Z2-N TTL pre fotoaparáty Nikon;1;20;0;20;;Skladom
087180;UTRAI T1 štartér do auta;1;30;0;30;23.11.2026;Skladom
083217;Blesk Neewer Z2-C TTL pre fotoaparáty Canon;1;5;0;5;;Skladom
087950;Soundbar Ultima Poseidon M20;1;72;0;72;;Skladom
087951;Ultimea Poseidon R3T Soundbar;1;34;0;34;;Skladom
083724;Súprava Neewer R06 s okrúhlym LED osvetlením pre selfie s telefónom (18 cm);1;14;0;14;23.11.2026;Skladom
088092;Detektor kovov GARRETT Ace Apex 8,5x11+MS-3;1;13;0;13;;Skladom
088091;Detektor kovov GARRETT Ace Apex 8,5 x 11;1;9;0;9;;Skladom
088094;Detektor kovov GARRETT AT Gold 5x8;1;6;0;6;;Skladom
088095;GARRETT AT Max 8,5 x 11" INTL – detektor kovov;1;7;0;7;;Skladom
088096;Bezdrôtové slúchadlá GARRETT CS3 Z-LYNK;1;12;0;12;;Skladom
088089;Environmental Cover GARRETT ACE;1;18;0;18;;Skladom
088093;Kryt GARRETT APEX;1;18;0;18;;Skladom
088098;Skladacie slúchadlá GARRETT Clearsound;0;;0;0;;Na objednávku
088097;Slúchadlá GARRETT MS-2 s 2-pinovým konektorom a vodotesným pripojením;1;6;0;6;;Skladom
083754;Neewer LS-300 – bodové svetlo s výkonom 300 W a uchytením Bowens;1;1;0;1;;Skladom
088099;Slúchadlá GARRETT Z-LYNK MS-3;1;2;0;2;;Skladom
083768;Neewer X17 II – ľahký hliníkový teleprompter;0;;0;0;23.11.2026;Dostupné od 23.11.2026
088103;GARRETT Nôž-lopata;1;29;0;29;;Skladom
088100;Kryt cievky GARRETT 6,5" x 9" (AT & ACE);1;14;0;14;;Skladom
088102;GARRETT – taška na výbavu do každého terénu;1;3;0;3;;Skladom
088104;GARRETT – Box na nájdené predmety;1;10;0;10;;Skladom
088101;GARRETT Kovová lopatka na piesok;1;14;0;14;;Skladom
083767;Teleprompter Neewer X11 TM8 s integrovaným monitorom;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083766;NEEWER BASICS X12B 12" nastaviteľný teleprompter z hliníkovej zliatiny;0;;0;0;15.10.2026;Dostupné od 15.10.2026
083742;NEEWER TP09 – 50 cm mini statív z uhlíkových vlákien;1;6;0;6;15.10.2026;Skladom
083743;NEEWER TP29 – pevný kovový mini statív;1;2;0;2;23.11.2026;Skladom
083744;Flexibilný mini statív NEEWER TP35 s diaľkovým ovládaním;1;3;0;3;;Skladom
083745;Osemhranný softbox NEEWER NS4P s upevňovacím systémom NEEWER;1;20;0;20;;Skladom
083753;Mikrofónové rameno Neewer CM-NA-1;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083746;NEEWER SF120Q 120 cm parabolický softbox;1;7;0;8;;Skladom
083752;Neewer RF-110 5-v-1 reflektor, 110 cm;0;;0;0;23.11.2026;Dostupné od 23.11.2026
083747;90 cm softbox typu „lantern“ – rýchla inštalácia Neewer NS90L;1;13;0;13;;Skladom
083748;NEEWER DL100 – trojkolový vozík na kameru s diaľkovým ovládaním;1;4;0;4;23.11.2026;Skladom
083751;Prenosný fotografický reflektor 5 v 1, 80 × 120 cm;0;;0;0;23.11.2026;Dostupné od 23.11.2026
087844;Bezdrôtový adaptér Ottocast OTTOAIBOX P3 Pro pre Android;1;154;0;155;;Skladom
083750;Stativová hlavica Dolly pre stativy Neewer SW-600, veľkosť L;1;31;0;31;;Skladom
087088;OTTOCAST OTTOAIBOX N95 Monitor do auta;1;72;0;72;;Skladom
087089;OTTOCAST OTTOAIBOX N95C Monitor do auta;1;90;0;90;;Skladom
087090;OTTOCAST OTTOAIBOX N95C – monitor do auta + zadná kamera;1;55;0;55;;Skladom
088215;Súprava vonkajšej IP kamery IMOU AOV PT s funkciou otáčania a naklápania;0;;0;0;;Na objednávku
087356;Vnútorná IP kamera IMOU IPC-C32EP;1;242;0;242;;Skladom
087830;Inteligentná zásuvka IMOU CE2P, balenie po 2 ks;1;60;0;60;;Skladom
087811;Súprava bezdrôtového zvončeka IMOU 2S;1;91;0;91;;Skladom
087812;Bezdrôtový videozvonček IMOU, balenie po 3 kusoch;1;46;0;46;;Skladom
087815;IMOU T800 4K palubná kamera;1;32;0;32;;Skladom
087821;Bezdrôtový router IMOU HR340 s rýchlosťou 300 Mbps;1;27;0;27;;Skladom
087813;IMOU VD1 Inteligentný dverový monitor;1;80;0;80;;Skladom
087825;Súprava domáceho poplachového systému IMOU 11 Ranger 2C;1;24;0;24;;Skladom
087820;18-kanálový IP videorekordér IMOU N118W;0;;0;0;;Na objednávku
087819;IMOU N110W 10-kanálový IP videorekordér;0;;0;0;;Na objednávku
087817;Súprava IMOU CCTV Kit-Lite, WiFi;0;;0;0;;Na objednávku
087816;IMOU S800 PRO palubná kamera, 4K;1;9;0;9;;Skladom
086697;Filament Anycubic TPU (sivý) 1 kg;1;179;0;179;28.09.2026;Skladom
086704;Filament Anycubic TPU (mliečna biela) 1 kg;1;168;0;168;28.09.2026;Skladom
087534;MOES MWP-EU16M-WH-MS Inteligentná zásuvka;1;97;0;97;;Skladom
085084;Držiak Master Grip pre iPhone 17 Pro – štandardná sada;0;;0;0;29.09.2026;Dostupné od 29.09.2026
088375;Držiak Master Grip pre iPhone 17 Pro Max – Powerbanka;0;;0;0;29.09.2026;Dostupné od 29.09.2026
085083;Držiak Master Grip pre iPhone 17 Pro – súprava všetko v jednom: svetlo + filter;0;;0;0;27.10.2026;Dostupné od 27.10.2026
085082;Držiak Master Grip pre iPhone 17 Pro Max – súprava „všetko v jednom“ so svetlom a UV filtrom;0;;0;0;29.09.2026;Dostupné od 29.09.2026
085080;Magnetická rukoväť MagSafe Fun Shot Grip2 (biela);0;;0;0;29.09.2026;Dostupné od 29.09.2026
085079;Magnetický držiak MagSafe Fun Shot Grip2 (čierny);0;;0;0;29.09.2026;Dostupné od 29.09.2026
087333;Čistička vzduchu Anycubic AirPure 2.0;1;49;0;49;24.09.2026;Skladom
088496;Bramka MOES MHUB-C Zigbee BLE;1;42;0;42;;Skladom
087581;Dynamický mikrofón Fifine Tank1 (biely);1;80;0;80;;Skladom
087583;Dynamický mikrofón Fifine Tank6 (biely);1;79;0;79;16.10.2026;Skladom
088391;Mini projektor Phillips N-100 s rozlíšením 480p (biely);1;90;0;90;;Skladom
088394;Mini projektor Phillips N-140 s rozlíšením 720p (biely);1;90;0;90;;Skladom
088395;Projektor Phillips N-150 s rozlíšením 1080p (tmavošedý);1;69;0;69;;Skladom
088396;Projektor Phillips N-160 s rozlíšením 1080p (tmavošedý);1;48;0;48;;Skladom
088397;Projektor Phillips N-250 s rozlíšením 1080p (biely);1;38;0;38;;Skladom
088398;Projektor Phillips PR-650 WXGA (biely);1;35;0;35;;Skladom
088399;Projektor Phillips PR-850 s rozlíšením 1080p (biely);1;29;0;29;;Skladom
088400;Projektor Phillips PR-860 s rozlíšením 1080p (biely);1;15;0;15;;Skladom
088401;Projektor Phillips G-900 s rozlíšením 2160p (čierny);1;13;0;13;;Skladom
088393;Mini projektor Phillips N-110 s rozlíšením 720p (čierny);1;76;0;76;;Skladom
088202;Elektrický skúter NAVEE UT3 Max;1;139;0;139;;Skladom
088203;Elektrický skúter NAVEE GT5 Max;1;42;0;42;;Skladom
088204;Elektrický skúter NAVEE GT5 Pro;1;44;0;44;;Skladom
088205;Elektrický skúter NAVEE V45i;1;71;0;71;;Skladom
088206;Elektrický skúter NAVEE K100;1;7;0;7;;Skladom
088341;Filament ANYCUBIC IPHPLGE-107 PLA, 1 kg (sivý);1;1022;0;1022;;Skladom
088344;Filament ANYCUBIC IPHPFFW-101 PLA-CF 1 kg (biela farba s rybím šupinovým vzorom);1;1342;0;1342;;Skladom
088345;Filament ANYCUBIC IPHTFBK-101 PETG-CF, 1 kg (čierny);1;1255;0;1255;;Skladom
087042;3D tlačiareň Anycubic Kobra X;1;3995;0;3995;;Skladom
086689;3D tlačiareň Anycubic Photon P1;1;128;0;128;24.09.2026;Skladom
088001;Bezdrôtový adaptér Carlinkit TBOX ULTRA 2 pre CarPlay/Android Auto;0;;0;0;;Na objednávku
088002;Bezdrôtový adaptér Carlinkit MINI ULTRA 5 pre CarPlay/Android Auto;1;916;0;916;;Skladom
088003;Bezdrôtový adaptér Carlinkit 2AIR-T pre CarPlay/Android Auto;1;235;0;235;08.10.2026;Skladom
088004;Bezdrôtový adaptér Carlinkit CP2A PRO pre CarPlay/Android Auto;1;56;0;56;;Skladom
088033;Mini PC Minix ER936-AI s procesorom Ryzen 365, 32 GB RAM, 1 TB úložiskom a systémom Windows 11 Pro;1;307;0;307;;Skladom
088034;Bezdrôtový video vysielač Minix C1 USB-C na HDMI;1;31;0;31;;Skladom
088035;Bezdrôtový video vysielač Minix H1 HDMI-HDMI;1;19;0;19;;Skladom
087187;Elektrický bežecký pás UREVO CyberMega (čierny);1;18;0;18;;Skladom
088036;Nástenná nabíjačka Minix P165 s technológiou GaN, 3 portmi USB-C a 1 portom USB-A;1;38;0;38;;Skladom
088347;MINIS FORUM M1 Plus Core i5-12600H Mini PC v základnej zostave;0;;0;0;30.09.2026;Dostupné od 30.09.2026
088348;MINIS FORUM X1 Pro-370 Ryzen AI 9 HX370 Mini PC v základnej zostave;1;4;0;4;;Skladom
088349;MINIS FORUM X1 Pro-470 Ryzen AI 9 HX470 – mini PC v podobe základnej zostavy;1;37;0;37;30.09.2026;Skladom
088360;MINIS FORUM NAS N5 Air Ryzen H255 Mini PC (16 GB RAM + 64 GB úložisko);1;34;0;34;;Skladom
088363;Mini PC MINIS FORUM N5 Air Ryzen 7 H255 0 GB 64 GB;1;22;0;22;;Skladom
088364;Mini PC MINIS FORUM UM760 Slim Ryzen 5 7640HS (bez skrinky);1;12;0;12;30.09.2026;Skladom
088365;Mini PC MINIS FORUM MS-02U-235HX Intel Core Ultra 5 235HX – základná zostava;1;22;0;22;;Skladom
088512;Fotoelektrický detektor dymu X-SENSE SD19;1;186;0;186;;Skladom
088515;Inteligentný senzor úniku vody X-SENSE SWS54;1;79;0;79;;Skladom
087807;Prenosná pumpa Flextail Tiny Pump 2 (čierna);1;140;0;140;;Skladom
087808;Prenosná pumpa Flextail Tiny Pump 2 (oranžová);1;178;0;178;;Skladom
088518;Detektor dymu X-SENSE XS0D-MR;1;67;0;67;;Skladom
087809;Prenosná pumpa Flextail Tiny Pump 2 (biela);1;182;0;182;;Skladom
088524;X-SENSE SC07-W Detektor dymu a poplachu;1;97;0;97;;Skladom
087571;Inteligentná samočistiaca toaleta pre mačky UBPet C41;1;215;0;215;29.09.2026;Skladom
087626;Nabíjačka BESEN EV SQW45-BC-22KW-APP;1;188;0;188;;Skladom
088200;Slúchadlá ONIKUMA B100 (biele);0;;0;0;;Na objednávku
088201;Bezdrôtové slúchadlá ONIKUMA T209;1;32;0;32;;Skladom
088508;3D skener Revopoint MetroY Ultra – štandardná verzia;1;15;0;15;;Skladom
088509;3D skener Revopoint MetroY Ultra – edícia CCM;1;11;0;11;;Skladom
088595;Prenosné puzdro Sunnylife pre Insta360 GO Ultra;1;33;0;33;;Skladom
088718;BALDRTHERM B0596WT2H2P-V1 – meteorologická stanica napájaná solárnou energiou (čierna);1;228;0;228;;Skladom
088596;Puzdro Sunnylife Mini pre Insta360 GO Ultra;1;30;0;30;23.11.2026;Skladom
088597;Vodotesné puzdro Sunnylife Mini pre Osmo Nano;1;68;0;68;;Skladom
088599;Vodotesné puzdro Sunnylife Mini pre Insta360 GO Ultra;1;68;0;68;;Skladom
088603;Sunnylife 360° otočný držiak na hlavu pre Osmo Nano;1;30;0;30;23.11.2026;Skladom
088616;Tvrdené sklo Sunnylife pre Insta360 GO Ultra (2 ks);1;24;0;24;;Skladom
088637;Puzdro Sunnylife Mini s karabínou pre NEO 2 – ČIERNE;1;10;0;10;23.11.2026;Skladom
088688;Puzdro Sunnylife Mini s karabínou pre DJI NEO 2 (sivé);1;10;0;10;23.11.2026;Skladom
088689;Puzdro Sunnylife Mini s karabínou pre NEO 2, oranžové;1;10;0;10;23.11.2026;Skladom
088690;Ochranné puzdro Sunnylife pre DJI NEO 2 (čierne);0;;0;0;23.11.2026;Dostupné od 23.11.2026
088691;Ochranné puzdro Sunnylife pre DJI NEO 2 (sivé);0;;0;0;23.11.2026;Dostupné od 23.11.2026
088692;Ochranné puzdro Sunnylife pre DJI NEO 2 (oranžové);0;;0;0;23.11.2026;Dostupné od 23.11.2026
088693;Pásik a silikónový obal Sunnylife pre Osmo Nan;1;36;0;36;;Skladom
088694;Sunnylife 2-v-1 rám a držiak pre Osmo Action 6;1;26;0;26;23.11.2026;Skladom
088695;Držiak Sunnylife pre OSMO Action 5 Pro/4/3;1;15;0;15;;Skladom
088696;Držiak Sunnylife pre Insta360 Ace Pro 2/1;1;10;0;10;;Skladom
088697;Montážny adaptér Sunnylife pre Mini 5 Pro;1;34;0;34;;Skladom
088698;Prívesok na batoh Sunnylife s 360° svorkou pre Osmo Nano;1;20;0;20;;Skladom
088699;Upevňovacia spona Sunnylife na bejzbalovú čiapku pre Osmo Nano;1;30;0;30;;Skladom
088700;Skladací ochranný montážny rám Sunnylife pre Osmo Nan;1;20;0;20;;Skladom
088701;Adaptér montážneho rámu Sunnylife pre Insta360 GO Ultra;1;21;0;21;23.11.2026;Skladom
088632;Kryt objektívu Sunnylife pre OSMO 360;1;15;0;15;23.11.2026;Skladom
088752;Elektrický bicykel ENGWE ZIP 250 W s 16-palcovými kolesami (sivý);0;;0;0;;Na objednávku
088753;Elektrický bicykel ENGWE ZIP 250 W s 16-palcovými kolesami (zelený);0;;0;0;;Na objednávku
088754;Elektrický bicykel ENGWE L20 3.0 BOOST 250 W s 20-palcovými kolesami (čierny);1;17;0;17;;Skladom
088755;Elektrický bicykel ENGWE L20 3.0 BOOST 250 W s 16-palcovými kolesami (zlatý);1;11;0;11;;Skladom
088756;Elektrický bicykel ENGWE L20 PRO 3.0 250 W s 20-palcovými kolesami (čierny);1;8;0;8;;Skladom
088759;Elektrický bicykel ENGWE L20 3.0 PRO 250 W s 20-palcovými kolesami (zlatý);1;5;0;5;;Skladom
088760;Elektrický bicykel ENGWE EP-2 3.0 BOOST 250 W s 20-palcovými kolesami (čierny);0;;0;0;;Na objednávku
088762;Elektrický bicykel ENGWE EP-2 3.0 BOOST 250 W s 20-palcovými kolesami (zelený);1;2;0;3;;Skladom
088763;Elektrický bicykel ENGWE PRO 3.0 BOOST 250 W s 20-palcovými kolesami (čierny);1;6;0;6;;Skladom
088764;Elektrický bicykel ENGWE PRO 3.0 BOOST 250 W s 20-palcovými kolesami (modrý);1;7;0;7;;Skladom
088487;Mini PC GEEKOM IT13 s procesorom Core i9-13900HK, 16 GB RAM, 1 TB SSD + Windows 11 Pro;1;13;0;13;;Skladom
088839;Skladací ľahký statív OBSBOT;1;13;0;13;;Skladom
088840;OBSBOT Tiny 2 – nastaviteľný držiak;1;17;0;17;;Skladom
088841;Guličková hlava na statív OBSBOT;1;20;0;20;;Skladom
088842;Sada vzduchových filtrov OBSBOT Tail Air ND;1;24;0;24;;Skladom
088843;Sada ND filtrov OBSBOT Tail 2;1;24;0;24;;Skladom
088844;OBSBOT – otočná nabíjacie stanica s 360° otočným mechanizmom;1;20;0;20;;Skladom
088845;Káblový mikrofón OBSBOT HQ Mic;1;19;0;19;;Skladom
086530;SUNSUN CUF-6000 9 W UV čerpadlo do fontány;1;48;0;48;;Skladom
086489;SUNSUN HW404B 9 W/UV vonkajší filter;1;64;0;64;;Skladom
086491;SUNSUN HW503 Vonkajší filter;1;66;0;66;;Skladom
