ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
ZL3F23;https://premiumstore.sk/led-zarovka-basic-svicka-e14-5-5-w-40-w-470-lm-tepla-bila-2#72374;Emos LED žárovka Basic svíčka / E14 / 5,5 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZL6F23;https://premiumstore.sk/led-zarovka-basic-mini-globe-e27-5-5-w-40-w-470-lm-tepla-bila-2#72373;Emos LED žárovka Basic Mini Globe / E27 / 5,5 W (40 W) / 470 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF2D83;https://premiumstore.sk/led-zarovka-filament-g125-e27-18-w-150-w-2452-lm-neutralni-bila#72352;Emos LED žárovka Filament G125 / E27 / 18 W (150 W) / 2452 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF2D63;https://premiumstore.sk/led-zarovka-filament-g125-e27-11-w-100-w-1521-lm-neutralni-bila#72351;Emos LED žárovka Filament G125 / E27 / 11 W (100 W) / 1521 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF6D03;https://premiumstore.sk/led-zarovka-emos-zf6d03-filament-mini-globe-e27-1-8-w-25-w-250-lm-neutralni-bila#72350;LED žárovka EMOS ZF6D03 Filament Mini Globe / E27 / 1,8 W (25 W) / 250 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF2D62;https://premiumstore.sk/led-zarovka-filament-g125-e27-11-w-100-w-1521-lm-tepla-bila#72349;Emos LED žárovka Filament G125 / E27 / 11 W (100 W) / 1521 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF6D02;https://premiumstore.sk/led-zarovka-filament-mini-globe-e27-1-8-w-25-w-250-lm-tepla-bila#72348;Emos LED žárovka Filament Mini Globe / E27 / 1,8 W (25 W) / 250 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF2D53;https://premiumstore.sk/led-zarovka-filament-g95-e27-7-8-w-75-w-1055-lm-neutralni-bila#72342;Emos LED žárovka Filament G95 / E27 / 7,8 W (75 W) / 1055 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF2D82;https://premiumstore.sk/led-zarovka-filament-g125-e27-18-w-150-w-2452-lm-tepla-bila#72341;Emos LED žárovka Filament G125 / E27 / 18 W (150 W) / 2452 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF3D23;https://premiumstore.sk/led-zarovka-filament-svicka-e14-3-4-w-40-w-470-lm-neutralni-bila#72340;Emos LED žárovka Filament svíčka / E14 / 3,4 W (40 W) / 470 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF3D43;https://premiumstore.sk/led-zarovka-filament-svicka-e14-5-9-w-60-w-806-lm-neutralni-bila#72330;Emos LED žárovka Filament svíčka / E14 / 5,9 W (60 W) / 806 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF6D43;https://premiumstore.sk/led-zarovka-emos-zf6d43-filament-mini-globe-e27-5-9-w-60-w-806-lm-neutralni-bila#72321;LED žárovka EMOS ZF6D43 Filament Mini Globe / E27 / 5,9 W (60 W) / 806 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF6D23;https://premiumstore.sk/led-zarovka-emos-zf6d23-filament-mini-globe-e27-3-4-w-40-w-470-lm-neutralni-bila#72320;LED žárovka EMOS ZF6D23 Filament Mini Globe / E27 / 3,4 W (40 W) / 470 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF2D52;https://premiumstore.sk/led-zarovka-filament-g95-e27-7-8-w-75-w-1055-lm-tepla-bila#72319;Emos LED žárovka Filament G95 / E27 / 7,8 W (75 W) / 1055 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF6D22;https://premiumstore.sk/led-zarovka-filament-mini-globe-e27-3-4-w-40-w-470-lm-tepla-bila#72318;Emos LED žárovka Filament Mini Globe / E27 / 3,4 W (40 W) / 470 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D82;https://premiumstore.sk/led-zarovka-filament-a70-e27-18-w-150-w-2452-lm-tepla-bila#72317;Emos LED žárovka Filament A70 / E27 / 18 W (150 W) / 2452 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D52;https://premiumstore.sk/led-zarovka-filament-a60-e27-7-8-w-75-w-1060-lm-tepla-bila#72316;Emos LED žárovka Filament A60 / E27 / 7,8 W (75 W) / 1060 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D42;https://premiumstore.sk/led-zarovka-filament-a60-e27-5-9-w-60-w-806-lm-tepla-bila#72315;Emos LED žárovka Filament A60 / E27 / 5,9 W (60 W) / 806 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ4E21;https://premiumstore.sk/led-zarovka-classic-svicka-e27-4-2-w-40-w-470-lm-tepla-bila#72314;Emos LED žárovka Classic svíčka / E27 / 4,2 W (40 W) / 470 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF1D43;https://premiumstore.sk/led-zarovka-filament-mini-globe-e14-5-9-w-60-w-806-lm-neutralni-bila#72313;Emos LED žárovka Filament Mini Globe / E14 / 5,9 W (60 W) / 806 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF1D22;https://premiumstore.sk/led-zarovka-filament-mini-globe-e14-3-4-w-40-w-470-lm-tepla-bila#72312;Emos LED žárovka Filament Mini Globe / E14 / 3,4 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF1D02;https://premiumstore.sk/led-zarovka-filament-mini-globe-e14-1-8-w-25-w-250-lm-tepla-bila#72311;Emos LED žárovka Filament Mini Globe / E14 / 1,8 W (25 W) / 250 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF6D42;https://premiumstore.sk/led-zarovka-filament-mini-globe-e27-5-9-w-60-w-806-lm-tepla-bila#72308;Emos LED žárovka Filament Mini Globe / E27 / 5,9 W (60 W) / 806 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D43;https://premiumstore.sk/led-zarovka-emos-zf5d43-filament-a60-e27-5-9-w-60-w-806-lm-neutralni-bila#72307;LED žárovka EMOS ZF5D43 Filament A60 / E27 / 5,9 W (60 W) / 806 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF1D42;https://premiumstore.sk/led-zarovka-filament-mini-globe-e14-5-9-w-60-w-806-lm-tepla-bila#72306;Emos LED žárovka Filament Mini Globe / E14 / 5,9 W (60 W) / 806 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
P0212CQ;https://premiumstore.sk/prodluzovaci-kabel-emos-p0212cq-kostka-2-m-2-zasuvky-bily-2-usb-a-1-usb-c-qi-1-5-mm2#72281;Prodlužovací kabel EMOS P0212CQ - kostka 2 m / 2 zásuvky / bílý / 2×USB-A + 1×USB-C+Qi / 1,5 mm2;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
Z53012;https://premiumstore.sk/led-zarovka-vintage-svicka-e14-2-5-w-20-w-225-lm-tepla-bila#72241;Emos LED žárovka Vintage svíčka / E14 / 2,5 W (20 W) / 225 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
Z55032;https://premiumstore.sk/led-zarovka-vintage-a60-e27-4-5-w-40-w-420-lm-tepla-bila#72240;Emos LED žárovka Vintage A60 / E27 / 4,5 W (40 W) / 420 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z52032;https://premiumstore.sk/led-zarovka-vintage-g95-e27-4-5-w-40-w-420-lm-tepla-bila#72239;Emos LED žárovka Vintage G95 / E27 / 4,5 W (40 W) / 420 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z58032;https://premiumstore.sk/led-zarovka-vintage-g125-e27-4-5-w-40-w-420-lm-tepla-bila#72238;Emos LED žárovka Vintage G125 / E27 / 4,5 W (40 W) / 420 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
Z57032;https://premiumstore.sk/led-zarovka-vintage-st64-e27-4-5-w-40-w-420-lm-tepla-bila#72237;Emos LED žárovka Vintage ST64 / E27 / 4,5 W (40 W) / 420 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZL6F22;https://premiumstore.sk/led-zarovka-basic-mini-globe-e27-5-5-w-40-w-470-lm-tepla-bila#72236;Emos LED žárovka Basic Mini Globe / E27 / 5,5 W (40 W) / 470 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZL4F22;https://premiumstore.sk/led-zarovka-basic-svicka-e27-5-5-w-40-w-470-lm-tepla-bila#72235;Emos LED žárovka Basic svíčka / E27 / 5,5 W (40 W) / 470 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D23;https://premiumstore.sk/led-zarovka-emos-zf5d23-filament-a60-e27-3-4-w-40-w-470-lm-neutralni-bila#72234;LED žárovka EMOS ZF5D23 Filament A60 / E27 / 3,4 W (40 W) / 470 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF3D03;https://premiumstore.sk/led-zarovka-filament-svicka-e14-1-8-w-25-w-250-lm-neutralni-bila#72233;Emos LED žárovka Filament svíčka / E14 / 1,8 W (25 W) / 250 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF3D42;https://premiumstore.sk/led-zarovka-filament-svicka-e14-5-9-w-60-w-806-lm-tepla-bila#72232;Emos LED žárovka Filament svíčka / E14 / 5,9 W (60 W) / 806 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF3D22;https://premiumstore.sk/led-zarovka-filament-svicka-e14-3-4-w-40-w-470-lm-tepla-bila#72231;Emos LED žárovka Filament svíčka / E14 / 3,4 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZF3D02;https://premiumstore.sk/led-zarovka-filament-svicka-e14-1-8-w-25-w-250-lm-tepla-bila#72230;Emos LED žárovka Filament svíčka / E14 / 1,8 W (25 W) / 250 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZL1F22;https://premiumstore.sk/led-zarovka-basic-mini-globe-e14-5-5-w-40-w-470-lm-tepla-bila#72229;Emos LED žárovka Basic Mini Globe / E14 / 5,5 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZL3F22;https://premiumstore.sk/led-zarovka-basic-svicka-e14-5-5-w-40-w-470-lm-tepla-bila#72228;Emos LED žárovka Basic svíčka / E14 / 5,5 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZL8F23;https://premiumstore.sk/led-zarovka-basic-mr16-gu10-5-2-w-40-w-450-lm-neutralni-bila#72227;Emos LED žárovka Basic MR16 / GU10 / 5,2 W (40 W) / 450 lm / neutrální bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
P56400S;https://premiumstore.sk/emos-p56400s-gosmart-detektor-oxidu-uhelnateho-tcs0101w-s-wi-fi#72211;EMOS P56400S GoSmart detektor oxidu uhelnatého TCS0101W s Wi-Fi;HITYshop | Elektronika | SMART produkty | Chytrá domácnost | SMART detektory a alarmy;Detektory a alarmy;Bezpečnosť a smart domácnosť > Smart domácnosť > Detektory a alarmy;detektory-a-alarmy;18.87;3;VYSOKA
P19410N;https://premiumstore.sk/prodluzovaci-kabel-emos-p19410n-na-bubnu-10-m-3x1mm-4-zasuvky#72210;Prodlužovací kabel EMOS P19410N na bubnu 10 m / 3x1mm / 4 zásuvky;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Prodlužky, zásuvky, vidlice | Prodlužovací přívody | Délka 10m;Dĺžka 10m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 10m;dlzka-10m;12.84;2;VYSOKA
B27184;https://premiumstore.sk/nabijeci-baterie-gp-recharge-800-aaa-hr03-4kusy-cena-blistr#72200;Nabíjecí baterie GP Recharge 800 AAA (HR03), 4kusy --CENA BLISTR--;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;12.85;2;VYSOKA
ZL8F03;https://premiumstore.sk/led-zarovka-basic-mr16-gu10-2-9-w-25-w-250-lm-neutralni-bila#72197;Emos LED žárovka Basic MR16 / GU10 / 2,9 W (25 W) / 250 lm / neutrální bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZL8F02;https://premiumstore.sk/led-zarovka-basic-mr16-gu10-2-9-w-25-w-250-lm-tepla-bila#72196;Emos LED žárovka Basic MR16 / GU10 / 2,9 W (25 W) / 250 lm / teplá bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZF5751;https://premiumstore.sk/led-zarovka-filament-ed90-e27-36-w-327-w-6-000-lm-neutralni-bila#72193;Emos LED žárovka Filament ED90 / E27 / 36 W (327 W) / 6 000 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D83;https://premiumstore.sk/led-zarovka-filament-a70-e27-18-w-150-w-2452-lm-neutralni-bila#72192;Emos LED žárovka Filament A70 / E27 / 18 W (150 W) / 2452 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D63;https://premiumstore.sk/led-zarovka-emos-zf5d63-filament-a60-e27-10-5-w-100-w-1521-lm-neutralni-bila#72191;LED žárovka EMOS ZF5D63 Filament A60 / E27 / 10,5 W (100 W) / 1521 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D62;https://premiumstore.sk/led-zarovka-emos-zf5d62-filament-a60-e27-10-5-w-100-w-1521-lm-tepla-bila#72190;LED žárovka EMOS ZF5D62 Filament A60 / E27 / 10,5 W (100 W) / 1521 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D22;https://premiumstore.sk/led-zarovka-filament-a60-e27-3-4-w-40-w-470-lm-tepla-bila#72189;Emos LED žárovka Filament A60 / E27 / 3,4 W (40 W) / 470 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5D53;https://premiumstore.sk/led-zarovka-emos-zf5d53-filament-a60-e27-7-8-w-75-w-1060-lm-neutralni-bila#72188;LED žárovka EMOS ZF5D53 Filament A60 / E27 / 7,8 W (75 W) / 1060 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E93;https://premiumstore.sk/led-zarovka-classic-a95-e27-28-w-200-w-3452-lm-neutralni-bila#72176;Emos LED žárovka Classic A95 / E27 / 28 W (200 W) / 3452 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E91;https://premiumstore.sk/led-zarovka-classic-a95-e27-28-w-200-w-3452-lm-tepla-bila#72175;Emos LED žárovka Classic A95 / E27 / 28 W (200 W) / 3452 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E81;https://premiumstore.sk/led-zarovka-classic-a80-e27-20-w-150-w-2452-lm-tepla-bila#72174;Emos LED žárovka Classic A80 / E27 / 20 W (150 W) / 2452 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E84;https://premiumstore.sk/led-zarovka-emos-zq5e84-classic-a80-20-w-e27-studena-bila#72173;LED žárovka EMOS ZQ5E84 Classic A80 20 W E27 studená bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF1D23;https://premiumstore.sk/led-zarovka-filament-mini-globe-e14-3-4-w-40-w-470-lm-neutralni-bila#72172;Emos LED žárovka Filament Mini Globe / E14 / 3,4 W (40 W) / 470 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
P4544;https://premiumstore.sk/nabijeci-svitilna-emos-p4544-cob-led-led-750-lm-2000-mah#72073;Nabíjecí svítilna EMOS P4544 COB LED+LED, 750 lm, 2000 mAh;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;9.87;2;VYSOKA
NLQ4-125/2P-230/100;https://premiumstore.sk/automaticky-prepinac-siti-napajeni-2p-230v-100a-nlq4-125-2p-pro-fve#72056;Zhejiang Nalei Electric Automatický přepínač sítí - napájení 2P 230V 100A NLQ4-125/2P pro FVE;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Jističe a chrániče | Přepínače napájení;Prepínače napájení;Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;prepinace-napajeni;22.89;3;VYSOKA
NLQ4-125/2P-230/80;https://premiumstore.sk/automaticky-prepinac-siti-napajeni-2p-230v-80a-nlq4-125-2p-pro-fve#72055;Zhejiang Nalei Electric Automatický přepínač sítí - napájení 2P 230V 80A - NLQ4-125/2P pro FVE;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Jističe a chrániče | Přepínače napájení;Prepínače napájení;Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;prepinace-napajeni;22.89;3;VYSOKA
NLQ4-125/2P-230/63;https://premiumstore.sk/automaticky-prepinac-siti-napajeni-2p-230v-63a-nlq4-125-2p-pro-fve#72054;Zhejiang Nalei Electric Automatický přepínač sítí - napájení 2P 230V 63A - NLQ4-125/2P pro FVE;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Jističe a chrániče | Přepínače napájení;Prepínače napájení;Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;prepinace-napajeni;22.89;3;VYSOKA
NLQ4-125/2P-230/40;https://premiumstore.sk/automaticky-prepinac-siti-napajeni-2p-230v-40a-nlq4-125-2p-pro-fve#72053;Zhejiang Nalei Electric Automatický přepínač sítí - napájení 2P 230V 40A - NLQ4-125/2P pro FVE;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Jističe a chrániče | Přepínače napájení;Prepínače napájení;Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;prepinace-napajeni;22.89;3;VYSOKA
NLQ4-125/2P-230/32;https://premiumstore.sk/automaticky-prepinac-siti-napajeni-2p-230v-32a-nlq4-125-2p-pro-fve#72052;Zhejiang Nalei Electric Automatický přepínač sítí - napájení 2P 230V 32A - NLQ4-125/2P pro FVE;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Jističe a chrániče | Přepínače napájení;Prepínače napájení;Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;prepinace-napajeni;22.89;3;VYSOKA
NLQ4-125/2P-230/20;https://premiumstore.sk/automaticky-prepinac-siti-napajeni-2p-230v-20a-nlq4-125-2p-pro-fve#72051;Zhejiang Nalei Electric Automatický přepínač sítí - napájení 2P 230V 20A - NLQ4-125/2P pro FVE;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Jističe a chrániče | Přepínače napájení;Prepínače napájení;Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;prepinace-napajeni;22.89;3;VYSOKA
NLQ4-125/2P-230/16;https://premiumstore.sk/automaticky-prepinac-siti-napajeni-2p-230v-16a-nlq4-125-2p-pro-fve#72050;Zhejiang Nalei Electric Automatický přepínač sítí - napájení 2P 230V 16A - NLQ4-125/2P pro FVE;Druhy | ELEKTROINSTALAČNÍ MATERIÁL | Jističe a chrániče | Přepínače napájení;Prepínače napájení;Elektroinštalačný materiál > Ističe a chrániče > Prepínače napájení;prepinace-napajeni;22.89;3;VYSOKA
ZQ4E23;https://premiumstore.sk/led-zarovka-classic-svicka-e27-4-2-w-40-w-470-lm-neutralni-bila#71965;Emos LED žárovka Classic svíčka / E27 / 4,2 W (40 W) / 470 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ6E43;https://premiumstore.sk/led-zarovka-classic-mini-globe-e27-6-5-w-60-w-806-lm-neutralni-bila#71851;Emos LED žárovka Classic Mini Globe / E27 / 6,5 W (60 W) / 806 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ6E23;https://premiumstore.sk/led-zarovka-classic-mini-globe-e27-4-2-w-40-w-470-lm-neutralni-bila#71850;Emos LED žárovka Classic Mini Globe / E27 / 4,2 W (40 W) / 470 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E83;https://premiumstore.sk/led-zarovka-classic-a80-e27-20-w-150-w-2452-lm-neutralni-bila#71849;Emos LED žárovka Classic A80 / E27 / 20 W (150 W) / 2452 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ6D13;https://premiumstore.sk/led-zarovka-classic-mini-globe-e27-2-5-w-32-w-350-lm-neutralni-bila#71848;Emos LED žárovka Classic Mini Globe / E27 / 2,5 W (32 W) / 350 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ6E41;https://premiumstore.sk/led-zarovka-classic-mini-globe-e27-6-5-w-60-w-806-lm-tepla-bila#71847;Emos LED žárovka Classic Mini Globe / E27 / 6,5 W (60 W) / 806 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E61;https://premiumstore.sk/led-zarovka-classic-a60-e27-13-w-100-w-1521-lm-tepla-bila#71846;Emos LED žárovka Classic A60 / E27 / 13 W (100 W) / 1521 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E51;https://premiumstore.sk/led-zarovka-classic-a60-e27-9-5-w-75-w-1055-lm-tepla-bila#71845;Emos LED žárovka Classic A60 / E27 / 9,5 W (75 W) / 1055 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E31;https://premiumstore.sk/led-zarovka-classic-a60-e27-5-8-w-50-w-645-lm-tepla-bila#71844;Emos LED žárovka Classic A60 / E27 / 5,8 W (50 W) / 645 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ6E24;https://premiumstore.sk/led-zarovka-classic-mini-globe-e27-4-2-w-40-w-470-lm-studena-bila#71843;Emos LED žárovka Classic Mini Globe / E27 / 4,2 W (40 W) / 470 lm / studená bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E54;https://premiumstore.sk/led-zarovka-classic-a60-e27-9-5-w-75-w-1055-lm-studena-bila#71842;Emos LED žárovka Classic A60 / E27 / 9,5 W (75 W) / 1055 lm / Studená bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ7E23;https://premiumstore.sk/led-zarovka-emos-zq7e23-classic-r50-e14-4-2-w-40-w-470-lm-neutralni-bila#71841;LED žárovka EMOS ZQ7E23 Classic R50 / E14 / 4,2 W (40 W) / 470 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
